0.060000 	 0.002100 	 119.447197
0.060500 	 0.002100 	 116.582703
0.061000 	 0.002100 	 113.764847
0.061500 	 0.002100 	 110.993904
0.062000 	 0.002100 	 108.269783
0.062500 	 0.002100 	 105.592682
0.063000 	 0.002100 	 102.962387
0.063500 	 0.002100 	 100.379585
0.064000 	 0.002100 	 97.843742
0.064500 	 0.002100 	 95.355385
0.065000 	 0.002100 	 92.914368
0.065500 	 0.002100 	 90.520882
0.066000 	 0.002100 	 88.174911
0.066500 	 0.002100 	 85.876701
0.067000 	 0.002100 	 83.626221
0.067500 	 0.002100 	 81.423615
0.068000 	 0.002100 	 79.268883
0.068500 	 0.002100 	 77.162170
0.069000 	 0.002100 	 75.103668
0.069500 	 0.002100 	 73.093391
0.070000 	 0.002100 	 71.131378
0.070500 	 0.002100 	 69.217766
0.071000 	 0.002100 	 67.352654
0.071500 	 0.002100 	 65.536034
0.072000 	 0.002100 	 63.768196
0.072500 	 0.002100 	 62.049107
0.073000 	 0.002100 	 60.378857
0.073500 	 0.002100 	 58.757595
0.074000 	 0.002100 	 57.185364
0.074500 	 0.002100 	 55.662205
0.075000 	 0.002100 	 54.188286
0.075500 	 0.002100 	 52.763718
0.076000 	 0.002100 	 51.388515
0.076500 	 0.002100 	 50.062778
0.077000 	 0.002100 	 48.786869
0.077500 	 0.002100 	 47.560333
0.078000 	 0.002100 	 46.383816
0.078500 	 0.002100 	 45.257141
0.079000 	 0.002100 	 44.180412
0.079500 	 0.002100 	 43.153721
0.080000 	 0.002100 	 42.177227
0.080500 	 0.002100 	 41.250889
0.081000 	 0.002100 	 40.375019
0.081500 	 0.002100 	 39.549526
0.082000 	 0.002100 	 38.774689
0.082500 	 0.002100 	 38.050354
0.083000 	 0.002100 	 37.376751
0.083500 	 0.002100 	 36.754124
0.084000 	 0.002100 	 36.182270
0.084500 	 0.002100 	 35.661568
0.085000 	 0.002100 	 35.191971
0.085500 	 0.002100 	 34.773525
0.086000 	 0.002100 	 34.406460
0.086500 	 0.002100 	 34.090702
0.087000 	 0.002100 	 33.826534
0.087500 	 0.002100 	 33.613930
0.088000 	 0.002100 	 33.452976
0.088500 	 0.002100 	 33.343906
0.089000 	 0.002100 	 33.286728
0.089500 	 0.002100 	 33.281582
0.090000 	 0.002100 	 33.328407
0.090500 	 0.002100 	 33.427517
0.091000 	 0.002100 	 33.578995
0.091500 	 0.002100 	 33.782749
0.092000 	 0.002100 	 34.039108
0.092500 	 0.002100 	 34.347885
0.093000 	 0.002100 	 34.709446
0.093500 	 0.002100 	 35.123775
0.094000 	 0.002100 	 35.591049
0.094500 	 0.002100 	 36.111290
0.095000 	 0.002100 	 36.684616
0.095500 	 0.002100 	 37.311165
0.096000 	 0.002100 	 37.991009
0.096500 	 0.002100 	 38.724209
0.097000 	 0.002100 	 39.510983
0.097500 	 0.002100 	 40.351208
0.098000 	 0.002100 	 41.245365
0.098500 	 0.002100 	 42.193176
0.099000 	 0.002100 	 43.194897
0.099500 	 0.002100 	 44.250542
0.100000 	 0.002100 	 45.360435
0.100500 	 0.002100 	 46.524548
0.101000 	 0.002100 	 47.742970
0.101500 	 0.002100 	 49.015636
0.102000 	 0.002100 	 50.342991
0.102500 	 0.002100 	 51.724918
0.103000 	 0.002100 	 53.161591
0.103500 	 0.002100 	 54.653252
0.104000 	 0.002100 	 56.199707
0.104500 	 0.002100 	 57.801144
0.105000 	 0.002100 	 59.457874
0.105500 	 0.002100 	 61.169758
0.106000 	 0.002100 	 62.937019
0.106500 	 0.002100 	 64.759689
0.107000 	 0.002100 	 66.638153
0.107500 	 0.002100 	 68.572151
0.108000 	 0.002100 	 70.561890
0.108500 	 0.002100 	 72.607483
0.109000 	 0.002100 	 74.709129
0.109500 	 0.002100 	 76.866951
0.110000 	 0.002100 	 79.081024
0.060000 	 0.002108 	 117.984322
0.060500 	 0.002108 	 115.118645
0.061000 	 0.002108 	 112.300026
0.061500 	 0.002108 	 109.528404
0.062000 	 0.002108 	 106.803963
0.062500 	 0.002108 	 104.126549
0.063000 	 0.002108 	 101.496475
0.063500 	 0.002108 	 98.913826
0.064000 	 0.002108 	 96.378479
0.064500 	 0.002108 	 93.890877
0.065000 	 0.002108 	 91.450462
0.065500 	 0.002108 	 89.058113
0.066000 	 0.002108 	 86.713478
0.066500 	 0.002108 	 84.416634
0.067000 	 0.002108 	 82.167953
0.067500 	 0.002108 	 79.967148
0.068000 	 0.002108 	 77.814697
0.068500 	 0.002108 	 75.710381
